# uid	ticker	name	region	category	provider	datasource	symbol	frequency	uid	foreign_currency	domestic_currency	bbid	maturity	type
3489	TDGBP9M	United States Dollar To United Kingdom Pound 9 Month Forward	United States	FX	Refinitiv	Datastream	TDGBP9M	B	3489	GBP	USD	GBPUSD	9m	Outright
3490	TDGBPSP	United States Dollar To United Kingdom Pound Spot	United States	FX	Refinitiv	Datastream	TDGBPSP	B	3490	GBP	USD	GBPUSD	0m	Outright
3491	TDGELSP	Georgian Lari To United States Dollar Spot	Georgia	FX	Refinitiv	Datastream	TDGELSP	B	3491	USD	GEL	USDGEL	0m	Outright
3492	TDGHSSP	Ghanaian Cedi To United States Dollar Spot	Ghana	FX	Refinitiv	Datastream	TDGHSSP	B	3492	USD	GHS	USDGHS	0m	Outright
3493	TDGMDSP	Gambian Dalasi To United States Dollar Spot	Gambia	FX	Refinitiv	Datastream	TDGMDSP	B	3493	USD	GMD	USDGMD	0m	Outright
3494	TDGNFSP	Guinean Franc To United States Dollar Spot	Guinea	FX	Refinitiv	Datastream	TDGNFSP	B	3494	USD	GNF	USDGNF	0m	Outright
3495	TDGRDKP	Greek Drachma To United States Dollar Spot	Greece	FX	Refinitiv	Datastream	TDGRDKP	B	3495	USD	GRD	USDGRD	0m	Outright
3496	TDGTQSP	Guatemalan Quetzal To United States Dollar Spot	Guatemala	FX	Refinitiv	Datastream	TDGTQSP	B	3496	USD	GTQ	USDGTQ	0m	Outright
3497	TDHKD1M	Hong Kong Dollar To United States Dollar 1 Month Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD1M	B	3497	USD	HKD	USDHKD	1m	Outright
3498	TDHKD1W	Hong Kong Dollar To United States Dollar 1 Week Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD1W	B	3498	USD	HKD	USDHKD	1w	Outright
3499	TDHKD1Y	Hong Kong Dollar To United States Dollar 1 Year Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD1Y	B	3499	USD	HKD	USDHKD	1y	Outright
3500	TDHKD2M	Hong Kong Dollar To United States Dollar 2 Month Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD2M	B	3500	USD	HKD	USDHKD	2m	Outright
3501	TDHKD3M	Hong Kong Dollar To United States Dollar 3 Month Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD3M	B	3501	USD	HKD	USDHKD	3m	Outright
3502	TDHKD6M	Hong Kong Dollar To United States Dollar 6 Month Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD6M	B	3502	USD	HKD	USDHKD	6m	Outright
3503	TDHKD9M	Hong Kong Dollar To United States Dollar 9 Month Forward	Hong Kong	FX	Refinitiv	Datastream	TDHKD9M	B	3503	USD	HKD	USDHKD	9m	Outright
3504	TDHKDSP	Hong Kong Dollar To United States Dollar Spot	Hong Kong	FX	Refinitiv	Datastream	TDHKDSP	B	3504	USD	HKD	USDHKD	0m	Outright
3505	TDHRK3F	Croatian Kuna To United States Dollar 3 Month Forward	Croatia	FX	Refinitiv	Datastream	TDHRK3F	B	3505	USD	HRK	USDHRK	3m	Outright
3506	TDHRKSP	Croatian Kuna To United States Dollar Spot	Croatia	FX	Refinitiv	Datastream	TDHRKSP	B	3506	USD	HRK	USDHRK	0m	Outright
3507	TDHRKSS	Croatian Kuna To United States Dollar Spot	Croatia	FX	Refinitiv	Datastream	TDHRKSS	B	3507	USD	HRK	USDHRK	0m	Outright
3508	TDHTGSP	Haitian Gourde To United States Dollar Spot	Haiti	FX	Refinitiv	Datastream	TDHTGSP	B	3508	USD	HTG	USDHTG	0m	Outright
3509	TDHUF1M	Hungarian Forint To United States Dollar 1 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF1M	B	3509	USD	HUF	USDHUF	1m	Outright
3510	TDHUF1W	Hungarian Forint To United States Dollar 1 Week Forward	Hungary	FX	Refinitiv	Datastream	TDHUF1W	B	3510	USD	HUF	USDHUF	1w	Outright
3511	TDHUF1Y	Hungarian Forint To United States Dollar 12 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF1Y	B	3511	USD	HUF	USDHUF	12m	Outright
3512	TDHUF2M	Hungarian Forint To United States Dollar 2 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF2M	B	3512	USD	HUF	USDHUF	2m	Outright
3513	TDHUF2W	Hungarian Forint To United States Dollar 2 Week Forward	Hungary	FX	Refinitiv	Datastream	TDHUF2W	B	3513	USD	HUF	USDHUF	2w	Outright
3514	TDHUF3M	Hungarian Forint To United States Dollar 3 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF3M	B	3514	USD	HUF	USDHUF	3m	Outright
3515	TDHUF6M	Hungarian Forint To United States Dollar 6 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF6M	B	3515	USD	HUF	USDHUF	6m	Outright
3516	TDHUF9M	Hungarian Forint To United States Dollar 9 Month Forward	Hungary	FX	Refinitiv	Datastream	TDHUF9M	B	3516	USD	HUF	USDHUF	9m	Outright
3517	TDHUFSP	Hungarian Forint To United States Dollar Spot	Hungary	FX	Refinitiv	Datastream	TDHUFSP	B	3517	USD	HUF	USDHUF	0m	Outright
3518	TDIDR1M	Indonesian Rupiah To United States Dollar 1 Month Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR1M	B	3518	USD	IDR	USDIDR	1m	Outright
3519	TDIDR1W	Indonesian Rupiah To United States Dollar 1 Week Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR1W	B	3519	USD	IDR	USDIDR	1w	Outright
3520	TDIDR1Y	Indonesian Rupiah To United States Dollar 12 Month Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR1Y	B	3520	USD	IDR	USDIDR	12m	Outright
3521	TDIDR2M	Indonesian Rupiah To United States Dollar 2 Month Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR2M	B	3521	USD	IDR	USDIDR	2m	Outright
3522	TDIDR2W	Indonesian Rupiah To United States Dollar 2 Week Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR2W	B	3522	USD	IDR	USDIDR	2w	Outright
3523	TDIDR3M	Indonesian Rupiah To United States Dollar 3 Month Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR3M	B	3523	USD	IDR	USDIDR	3m	Outright
3524	TDIDR6M	Indonesian Rupiah To United States Dollar 6 Month Forward	Indonesia	FX	Refinitiv	Datastream	TDIDR6M	B	3524	USD	IDR	USDIDR	6m	Outright
3525	TDIDRSP	Indonesian Rupiah To United States Dollar Spot	Indonesia	FX	Refinitiv	Datastream	TDIDRSP	B	3525	USD	IDR	USDIDR	0m	Outright
3526	TDILS1M	Israeli Sheqel To United States Dollar 1 Month Forward	Israel	FX	Refinitiv	Datastream	TDILS1M	B	3526	USD	ILS	USDILS	1m	Outright
3527	TDILS1Y	Israeli Sheqel To United States Dollar 12 Month Forward	Israel	FX	Refinitiv	Datastream	TDILS1Y	B	3527	USD	ILS	USDILS	12m	Outright
3528	TDILS3M	Israeli Sheqel To United States Dollar 3 Month Forward	Israel	FX	Refinitiv	Datastream	TDILS3M	B	3528	USD	ILS	USDILS	3m	Outright
3529	TDILS6M	Israeli Sheqel To United States Dollar 6 Month Forward	Israel	FX	Refinitiv	Datastream	TDILS6M	B	3529	USD	ILS	USDILS	6m	Outright
3530	TDILS9M	Israeli Sheqel To United States Dollar 9 Month Forward	Israel	FX	Refinitiv	Datastream	TDILS9M	B	3530	USD	ILS	USDILS	9m	Outright
3531	TDILSSP	Israeli Sheqel To United States Dollar Spot	Israel	FX	Refinitiv	Datastream	TDILSSP	B	3531	USD	ILS	USDILS	0m	Outright
3532	TDINR1M	Indian Rupee To United States Dollar 1 Month Forward	India	FX	Refinitiv	Datastream	TDINR1M	B	3532	USD	INR	USDINR	1m	Outright
3533	TDINR1W	Indian Rupee To United States Dollar 1 Week Forward	India	FX	Refinitiv	Datastream	TDINR1W	B	3533	USD	INR	USDINR	1w	Outright
3534	TDINR1Y	Indian Rupee To United States Dollar 12 Month Forward	India	FX	Refinitiv	Datastream	TDINR1Y	B	3534	USD	INR	USDINR	12m	Outright
3535	TDINR2M	Indian Rupee To United States Dollar 2 Month Forward	India	FX	Refinitiv	Datastream	TDINR2M	B	3535	USD	INR	USDINR	2m	Outright
3536	TDINR3M	Indian Rupee To United States Dollar 3 Month Forward	India	FX	Refinitiv	Datastream	TDINR3M	B	3536	USD	INR	USDINR	3m	Outright
3537	TDINR6M	Indian Rupee To United States Dollar 6 Month Forward	India	FX	Refinitiv	Datastream	TDINR6M	B	3537	USD	INR	USDINR	6m	Outright
3538	TDINR9M	Indian Rupee To United States Dollar 9 Month Forward	India	FX	Refinitiv	Datastream	TDINR9M	B	3538	USD	INR	USDINR	9m	Outright
3539	TDINRSP	Indian Rupee To United States Dollar Spot	India	FX	Refinitiv	Datastream	TDINRSP	B	3539	USD	INR	USDINR	0m	Outright
3540	TDIQDSP	Iraqi Dinar To United States Dollar Spot	Iraq	FX	Refinitiv	Datastream	TDIQDSP	B	3540	USD	IQD	USDIQD	0m	Outright
3541	TDIRRSP	Iranian Rial To United States Dollar Spot	Iran	FX	Refinitiv	Datastream	TDIRRSP	B	3541	USD	IRR	USDIRR	0m	Outright
3542	TDISK1M	Icelandic Krona To United States Dollar 1 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK1M	B	3542	USD	ISK	USDISK	1m	Outright
3543	TDISK1W	Icelandic Krona To United States Dollar 1 Week Forward	Iceland	FX	Refinitiv	Datastream	TDISK1W	B	3543	USD	ISK	USDISK	1w	Outright
3544	TDISK1Y	Icelandic Krona To United States Dollar 12 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK1Y	B	3544	USD	ISK	USDISK	12m	Outright
3545	TDISK2M	Icelandic Krona To United States Dollar 2 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK2M	B	3545	USD	ISK	USDISK	2m	Outright
3546	TDISK2W	Icelandic Krona To United States Dollar 2 Week Forward	Iceland	FX	Refinitiv	Datastream	TDISK2W	B	3546	USD	ISK	USDISK	2w	Outright
3547	TDISK3M	Icelandic Krona To United States Dollar 3 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK3M	B	3547	USD	ISK	USDISK	3m	Outright
3548	TDISK6M	Icelandic Krona To United States Dollar 6 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK6M	B	3548	USD	ISK	USDISK	6m	Outright
3549	TDISK9M	Icelandic Krona To United States Dollar 9 Month Forward	Iceland	FX	Refinitiv	Datastream	TDISK9M	B	3549	USD	ISK	USDISK	9m	Outright
3550	TDISKSP	Icelandic Krona To United States Dollar Spot	Iceland	FX	Refinitiv	Datastream	TDISKSP	B	3550	USD	ISK	USDISK	0m	Outright
3551	TDJMDSP	Jamaican Dollar To United States Dollar Spot	Jamaica	FX	Refinitiv	Datastream	TDJMDSP	B	3551	USD	JMD	USDJMD	0m	Outright
3552	TDJODSP	Jordanian Dinar To United States Dollar Spot	Jordan	FX	Refinitiv	Datastream	TDJODSP	B	3552	USD	JOD	USDJOD	0m	Outright
3553	TDJPY1M	Japanese Yen To United States Dollar 1 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY1M	B	3553	USD	JPY	USDJPY	1m	Outright
3554	TDJPY1W	Japanese Yen To United States Dollar 1 Week Forward	Japan	FX	Refinitiv	Datastream	TDJPY1W	B	3554	USD	JPY	USDJPY	1w	Outright
3555	TDJPY1Y	Japanese Yen To United States Dollar 1 Year Forward	Japan	FX	Refinitiv	Datastream	TDJPY1Y	B	3555	USD	JPY	USDJPY	1y	Outright
3556	TDJPY2M	Japanese Yen To United States Dollar 2 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY2M	B	3556	USD	JPY	USDJPY	2m	Outright
3557	TDJPY2W	Japanese Yen To United States Dollar 2 Week Forward	Japan	FX	Refinitiv	Datastream	TDJPY2W	B	3557	USD	JPY	USDJPY	2w	Outright
3558	TDJPY3M	Japanese Yen To United States Dollar 3 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY3M	B	3558	USD	JPY	USDJPY	3m	Outright
3559	TDJPY3W	Japanese Yen To United States Dollar 3 Week Forward	Japan	FX	Refinitiv	Datastream	TDJPY3W	B	3559	USD	JPY	USDJPY	3w	Outright
3560	TDJPY6M	Japanese Yen To United States Dollar 6 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY6M	B	3560	USD	JPY	USDJPY	6m	Outright
3561	TDJPY9M	Japanese Yen To United States Dollar 9 Month Forward	Japan	FX	Refinitiv	Datastream	TDJPY9M	B	3561	USD	JPY	USDJPY	9m	Outright
3562	TDJPYSP	Japanese Yen To United States Dollar Spot	Japan	FX	Refinitiv	Datastream	TDJPYSP	B	3562	USD	JPY	USDJPY	0m	Outright
3563	TDKESSP	Kenyan Shilling To United States Dollar Spot	Kenya	FX	Refinitiv	Datastream	TDKESSP	B	3563	USD	KES	USDKES	0m	Outright
3564	TDKGSSP	Kyrgyz Som To United States Dollar Spot	Kyrgyzstan	FX	Refinitiv	Datastream	TDKGSSP	B	3564	USD	KGS	USDKGS	0m	Outright
3565	TDKMFSP	Comoran Franc To United States Dollar Spot	Comoros	FX	Refinitiv	Datastream	TDKMFSP	B	3565	USD	KMF	USDKMF	0m	Outright
3566	TDKMIFP	Finnish Markka To United States Dollar Spot	Finland	FX	Refinitiv	Datastream	TDKMIFP	B	3566	USD	FIM	USDFIM	0m	Outright
3567	TDKRW1M	South Korean Won To United States Dollar 1 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW1M	B	3567	USD	KRW	USDKRW	1m	Outright
3568	TDKRW1W	South Korean Won To United States Dollar 1 Week Forward	South Korea	FX	Refinitiv	Datastream	TDKRW1W	B	3568	USD	KRW	USDKRW	1w	Outright
3569	TDKRW1Y	South Korean Won To United States Dollar 12 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW1Y	B	3569	USD	KRW	USDKRW	12m	Outright
3570	TDKRW2M	South Korean Won To United States Dollar 2 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW2M	B	3570	USD	KRW	USDKRW	2m	Outright
3571	TDKRW3M	South Korean Won To United States Dollar 3 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW3M	B	3571	USD	KRW	USDKRW	3m	Outright
3572	TDKRW6M	South Korean Won To United States Dollar 6 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW6M	B	3572	USD	KRW	USDKRW	6m	Outright
3573	TDKRW9M	South Korean Won To United States Dollar 9 Month Forward	South Korea	FX	Refinitiv	Datastream	TDKRW9M	B	3573	USD	KRW	USDKRW	9m	Outright
3574	TDKRWSP	South Korean Won To United States Dollar Spot	South Korea	FX	Refinitiv	Datastream	TDKRWSP	B	3574	USD	KRW	USDKRW	0m	Outright
3575	TDKWD1M	Kuwaiti Dinar To United States Dollar 1 Month Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD1M	B	3575	USD	KWD	USDKWD	1m	Outright
3576	TDKWD1W	Kuwaiti Dinar To United States Dollar 1 Week Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD1W	B	3576	USD	KWD	USDKWD	1w	Outright
3577	TDKWD1Y	Kuwaiti Dinar To United States Dollar 1 Year Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD1Y	B	3577	USD	KWD	USDKWD	1y	Outright
3578	TDKWD2M	Kuwaiti Dinar To United States Dollar 2 Month Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD2M	B	3578	USD	KWD	USDKWD	2m	Outright
3579	TDKWD3M	Kuwaiti Dinar To United States Dollar 3 Month Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD3M	B	3579	USD	KWD	USDKWD	3m	Outright
3580	TDKWD6M	Kuwaiti Dinar To United States Dollar 6 Month Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD6M	B	3580	USD	KWD	USDKWD	6m	Outright
3581	TDKWD9M	Kuwaiti Dinar To United States Dollar 9 Month Forward	Kuwait	FX	Refinitiv	Datastream	TDKWD9M	B	3581	USD	KWD	USDKWD	9m	Outright
3582	TDKWDSP	Kuwaiti Dinar To United States Dollar Spot	Kuwait	FX	Refinitiv	Datastream	TDKWDSP	B	3582	USD	KWD	USDKWD	0m	Outright
3583	TDKYDSP	Cayman Islands Dollar To United States Dollar Spot	Cayman Islands	FX	Refinitiv	Datastream	TDKYDSP	B	3583	USD	KYD	USDKYD	0m	Outright
3584	TDKZTSP	Kazakh Tenge To United States Dollar Spot	Kazakhstan	FX	Refinitiv	Datastream	TDKZTSP	B	3584	USD	KZT	USDKZT	0m	Outright
3585	TDLAKSP	Laotian Kip To United States Dollar Spot	Lao	FX	Refinitiv	Datastream	TDLAKSP	B	3585	USD	LAK	USDLAK	0m	Outright
3586	TDLBPSP	Lebanese Pound To United States Dollar Spot	Lebanon	FX	Refinitiv	Datastream	TDLBPSP	B	3586	USD	LBP	USDLBP	0m	Outright
3587	TDLKRSP	Sri Lankan Rupee To United States Dollar Spot	Sri Lanka	FX	Refinitiv	Datastream	TDLKRSP	B	3587	USD	LKR	USDLKR	0m	Outright
3588	TDLSLSP	Lesotho Loti To United States Dollar Spot	Lesotho	FX	Refinitiv	Datastream	TDLSLSP	B	3588	USD	LSL	USDLSL	0m	Outright
3589	TDLTLSP	Lithuanian Lita To United States Dollar Spot	Lithuania	FX	Refinitiv	Datastream	TDLTLSP	B	3589	USD	LTL	USDLTL	0m	Outright
3590	TDLVLSP	Latvian Lat To United States Dollar Spot	Latvia	FX	Refinitiv	Datastream	TDLVLSP	B	3590	USD	LVL	USDLVL	0m	Outright
3591	TDMADSP	Moroccan Dirham To United States Dollar Spot	Morocco	FX	Refinitiv	Datastream	TDMADSP	B	3591	USD	MAD	USDMAD	0m	Outright
3592	TDMDLSP	Moldovan Leu To United States Dollar Spot	Moldova	FX	Refinitiv	Datastream	TDMDLSP	B	3592	USD	MDL	USDMDL	0m	Outright
3593	TDMGASP	Malagasy Ariary To United States Dollar Spot	Malagasy	FX	Refinitiv	Datastream	TDMGASP	B	3593	USD	MGA	USDMGA	0m	Outright
3594	TDMKDSP	North Macedonian Denar To United States Dollar Spot	Macedonia	FX	Refinitiv	Datastream	TDMKDSP	B	3594	USD	MKD	USDMKD	0m	Outright
3595	TDMMKSP	Myanmar Kyat To United States Dollar Spot	Myanmar	FX	Refinitiv	Datastream	TDMMKSP	B	3595	USD	MMK	USDMMK	0m	Outright
3596	TDMNTSP	Mongolian Tugrik To United States Dollar Spot	Mongolia	FX	Refinitiv	Datastream	TDMNTSP	B	3596	USD	MNT	USDMNT	0m	Outright
3597	TDMOPSP	Macao Pataca To United States Dollar Spot	Macau	FX	Refinitiv	Datastream	TDMOPSP	B	3597	USD	MOP	USDMOP	0m	Outright
3598	TDMROSP	Mauritanian Ouguiya To United States Dollar Spot	Mauritania	FX	Refinitiv	Datastream	TDMROSP	B	3598	USD	MRO	USDMRO	0m	Outright
3599	TDMRUSP	Mauritanian Ouguiya To United States Dollar Spot	Mauritania	FX	Refinitiv	Datastream	TDMRUSP	B	3599	USD	MRO	USDMRO	0m	Outright
3600	TDMTLSP	United States Dollar To Maltese Lira Spot	United States	FX	Refinitiv	Datastream	TDMTLSP	B	3600	MTL	USD	MTLUSD	0m	Outright
3601	TDMURSP	Mauritian Rupee To United States Dollar Spot	Mauritius	FX	Refinitiv	Datastream	TDMURSP	B	3601	USD	MUR	USDMUR	0m	Outright
3602	TDMVRSP	Maldivian Rufiyaa To United States Dollar Spot	Maldives	FX	Refinitiv	Datastream	TDMVRSP	B	3602	USD	MVR	USDMVR	0m	Outright
3603	TDMWKSP	Malawian Kwacha To United States Dollar Spot	Malawi	FX	Refinitiv	Datastream	TDMWKSP	B	3603	USD	MWK	USDMWK	0m	Outright
3604	TDMXN1M	Mexican Peso To United States Dollar 1 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN1M	B	3604	USD	MXN	USDMXN	1m	Outright
3605	TDMXN1W	Mexican Peso To United States Dollar 1 Week Forward	Mexico	FX	Refinitiv	Datastream	TDMXN1W	B	3605	USD	MXN	USDMXN	1w	Outright
3606	TDMXN1Y	Mexican Peso To United States Dollar 12 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN1Y	B	3606	USD	MXN	USDMXN	12m	Outright
3607	TDMXN2M	Mexican Peso To United States Dollar 2 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN2M	B	3607	USD	MXN	USDMXN	2m	Outright
3608	TDMXN3M	Mexican Peso To United States Dollar 3 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN3M	B	3608	USD	MXN	USDMXN	3m	Outright
3609	TDMXN6M	Mexican Peso To United States Dollar 6 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN6M	B	3609	USD	MXN	USDMXN	6m	Outright
3610	TDMXN9M	Mexican Peso To United States Dollar 9 Month Forward	Mexico	FX	Refinitiv	Datastream	TDMXN9M	B	3610	USD	MXN	USDMXN	9m	Outright
3611	TDMXNSP	Mexican Peso To United States Dollar Spot	Mexico	FX	Refinitiv	Datastream	TDMXNSP	B	3611	USD	MXN	USDMXN	0m	Outright
3613	TDMYR1W	Malaysian Ringgit To United States Dollar 1 Week Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR1W	B	3613	USD	MYR	USDMYR	1w	Outright
3614	TDMYR1Y	Malaysian Ringgit To United States Dollar 12 Month Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR1Y	B	3614	USD	MYR	USDMYR	12m	Outright
3615	TDMYR2M	Malaysian Ringgit To United States Dollar 2 Month Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR2M	B	3615	USD	MYR	USDMYR	2m	Outright
3616	TDMYR2W	Malaysian Ringgit To United States Dollar 2 Week Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR2W	B	3616	USD	MYR	USDMYR	2w	Outright
3617	TDMYR3M	Malaysian Ringgit To United States Dollar 3 Month Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR3M	B	3617	USD	MYR	USDMYR	3m	Outright
3618	TDMYR3W	Malaysian Ringgit To United States Dollar 3 Week Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR3W	B	3618	USD	MYR	USDMYR	3w	Outright
3619	TDMYR6M	Malaysian Ringgit To United States Dollar 6 Month Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR6M	B	3619	USD	MYR	USDMYR	6m	Outright
3620	TDMYR9M	Malaysian Ringgit To United States Dollar 9 Month Forward	Malaysia	FX	Refinitiv	Datastream	TDMYR9M	B	3620	USD	MYR	USDMYR	9m	Outright
3622	TDNADSP	Namibian Dollar To United States Dollar Spot	Namibia	FX	Refinitiv	Datastream	TDNADSP	B	3622	USD	NAD	USDNAD	0m	Outright
3623	TDNGNSP	Nigerian Naira To United States Dollar Spot	Nigeria	FX	Refinitiv	Datastream	TDNGNSP	B	3623	USD	NGN	USDNGN	0m	Outright
3624	TDNOK1M	Norwegian Krone To United States Dollar 1 Month Forward	Norway	FX	Refinitiv	Datastream	TDNOK1M	B	3624	USD	NOK	USDNOK	1m	Outright
3625	TDNOK1W	Norwegian Krone To United States Dollar 1 Week Forward	Norway	FX	Refinitiv	Datastream	TDNOK1W	B	3625	USD	NOK	USDNOK	1w	Outright
3626	TDNOK1Y	Norwegian Krone To United States Dollar 1 Year Forward	Norway	FX	Refinitiv	Datastream	TDNOK1Y	B	3626	USD	NOK	USDNOK	1y	Outright
3627	TDNOK2M	Norwegian Krone To United States Dollar 2 Month Forward	Norway	FX	Refinitiv	Datastream	TDNOK2M	B	3627	USD	NOK	USDNOK	2m	Outright
3628	TDNOK2W	Norwegian Krone To United States Dollar 2 Week Forward	Norway	FX	Refinitiv	Datastream	TDNOK2W	B	3628	USD	NOK	USDNOK	2w	Outright
3629	TDNOK3M	Norwegian Krone To United States Dollar 3 Month Forward	Norway	FX	Refinitiv	Datastream	TDNOK3M	B	3629	USD	NOK	USDNOK	3m	Outright
3630	TDNOK3W	Norwegian Krone To United States Dollar 3 Week Forward	Norway	FX	Refinitiv	Datastream	TDNOK3W	B	3630	USD	NOK	USDNOK	3w	Outright
3631	TDNOK6M	Norwegian Krone To United States Dollar 6 Month Forward	Norway	FX	Refinitiv	Datastream	TDNOK6M	B	3631	USD	NOK	USDNOK	6m	Outright
3632	TDNOK9M	Norwegian Krone To United States Dollar 9 Month Forward	Norway	FX	Refinitiv	Datastream	TDNOK9M	B	3632	USD	NOK	USDNOK	9m	Outright
3633	TDNOKSP	Norwegian Krone To United States Dollar Spot	Norway	FX	Refinitiv	Datastream	TDNOKSP	B	3633	USD	NOK	USDNOK	0m	Outright
3634	TDNPRSP	Nepalese Rupee To United States Dollar Spot	Nepal	FX	Refinitiv	Datastream	TDNPRSP	B	3634	USD	NPR	USDNPR	0m	Outright
3635	TDNZD1M	United States Dollar To New Zealand Dollar 1 Month Forward	United States	FX	Refinitiv	Datastream	TDNZD1M	B	3635	NZD	USD	NZDUSD	1m	Outright
3636	TDNZD1Y	United States Dollar To New Zealand Dollar 1 Year Forward	United States	FX	Refinitiv	Datastream	TDNZD1Y	B	3636	NZD	USD	NZDUSD	1y	Outright
3637	TDNZD2M	United States Dollar To New Zealand Dollar 2 Month Forward	United States	FX	Refinitiv	Datastream	TDNZD2M	B	3637	NZD	USD	NZDUSD	2m	Outright
3638	TDNZD2W	United States Dollar To New Zealand Dollar 2 Week Forward	United States	FX	Refinitiv	Datastream	TDNZD2W	B	3638	NZD	USD	NZDUSD	2w	Outright
3639	TDNZD3M	United States Dollar To New Zealand Dollar 3 Month Forward	United States	FX	Refinitiv	Datastream	TDNZD3M	B	3639	NZD	USD	NZDUSD	3m	Outright
3640	TDNZD3W	United States Dollar To New Zealand Dollar 3 Week Forward	United States	FX	Refinitiv	Datastream	TDNZD3W	B	3640	NZD	USD	NZDUSD	3w	Outright
3641	TDNZD6M	United States Dollar To New Zealand Dollar 6 Month Forward	United States	FX	Refinitiv	Datastream	TDNZD6M	B	3641	NZD	USD	NZDUSD	6m	Outright
3642	TDNZD9M	United States Dollar To New Zealand Dollar 9 Month Forward	United States	FX	Refinitiv	Datastream	TDNZD9M	B	3642	NZD	USD	NZDUSD	9m	Outright
3643	TDNZDSI	New Zealand Dollar To United States Dollar Spot	New Zealand	FX	Refinitiv	Datastream	TDNZDSI	B	3643	USD	NZD	USDNZD	0m	Outright
3644	TDNZDSP	United States Dollar To New Zealand Dollar Spot	United States	FX	Refinitiv	Datastream	TDNZDSP	B	3644	NZD	USD	NZDUSD	0m	Outright
3645	TDOMRSP	Omani Rial To United States Dollar Spot	Oman	FX	Refinitiv	Datastream	TDOMRSP	B	3645	USD	OMR	USDOMR	0m	Outright
3646	TDPENSP	Peruvian Sol To United States Dollar Spot	Peru	FX	Refinitiv	Datastream	TDPENSP	B	3646	USD	PEN	USDPEN	0m	Outright
3647	TDPGKSP	Papua New Guinean Kina To United States Dollar Spot	Papua New Guinea	FX	Refinitiv	Datastream	TDPGKSP	B	3647	USD	PGK	USDPGK	0m	Outright
3648	TDPHP1M	Philippine Peso To United States Dollar 1 Month Forward	Philippines	FX	Refinitiv	Datastream	TDPHP1M	B	3648	USD	PHP	USDPHP	1m	Outright
3649	TDPHP1Y	Philippine Peso To United States Dollar 12 Month Forward	Philippines	FX	Refinitiv	Datastream	TDPHP1Y	B	3649	USD	PHP	USDPHP	12m	Outright
3650	TDPHP2M	Philippine Peso To United States Dollar 2 Month Forward	Philippines	FX	Refinitiv	Datastream	TDPHP2M	B	3650	USD	PHP	USDPHP	2m	Outright
3651	TDPHP3M	Philippine Peso To United States Dollar 3 Month Forward	Philippines	FX	Refinitiv	Datastream	TDPHP3M	B	3651	USD	PHP	USDPHP	3m	Outright
